gene_name	chr	TSS	TSS_POL2_sig
URI1	chr19	29942238	57.3687
FAM181A-AS1	chr14	93926372	0.00783473
MORN3	chr12	121672644	2.94123
ETFA	chr15	76311469	229.917
SHROOM3	chr4	76435228	0.0381734
TMEM86A	chr11	18698778	13.4873
OR6C1	chr12	55320599	0.0106991
HSD11B1-AS1	chr1	209675249	1.90514
MIRLET7I	chr12	62603685	154.672
LOC102724265	chr11	69425654	0.0971745
ATF7	chr12	53626382	121.795
SEZ6L2	chr16	29899264	0.0980918
LINC02711	chr11	87719411	0.0190956
RIMBP2	chr12	130633920	0.0167583
EIF2S3	chrX	24054955	169.277
DOHH	chr19	3500674	99.6138
INTS3	chr1	153728049	73.4836
HLA-DOA	chr6	33009591	0.0729144
ACBD7-DCLRE1CP1	chr10	15088776	0.90526
MIR3199-2	chr22	27920525	1.86129
KRT17	chr17	41624575	0.00396246
LOC112268173	chr16	35195758	0.0061674
RAB31	chr18	9708300	16.7203
COL6A3	chr2	237414164	0.00569698
C11orf42	chr11	6205556	1.42496
NR3C1	chr5	143405355	67.1504
STYX	chr14	52730165	74.4383
MYO9A	chr15	72118150	114.059
GASAL1	chr8	102806821	37.704
OPA1-AS1	chr3	193627332	3.82533
LOC102467222	chr8	20953632	0.0130416
SLC25A14	chrX	130339887	82.1293
C2orf91	chr2	41953806	0.0383809
NPHP3-AS1	chr3	132721749	5.3975
FRRS1	chr1	99766635	49.255
MTFR1L	chr1	25820192	272.953
MIR6791	chr19	6736778	34.211
TRIM51	chr11	55883296	0.0257146
BIN1	chr2	127107154	0.0255521
CPNE9	chr3	9703832	1.43548
RALGAPB	chr20	38472842	30.288
FAM30C	chr15	21003276	0.00023
COG1	chr17	73193054	121.889
ADGRL4	chr1	79006730	0.0116246
SNORA15B-1	chr7	65760051	1.97277
MSTO1	chr1	155610169	98.1806
THCAT158	chr17	47323901	172.295
TNIP3	chr4	121227483	0.0427002
IGSF5	chr21	39745406	0.0187031
MMADHC-DT	chr2	149587357	263.604
LOC101928994	chr10	69232490	0.00066851
KPNA7	chr7	99208115	0.0302291
FBXO30-DT	chr6	145814875	202.672
SCD	chr10	100347232	91.0236
THYN1	chr11	134253352	40.2506
EGF	chr4	109912882	5.26162
LOC102724738	chr7	63350066	0.00023
MYL10	chr7	101629296	0.00795804
LINC01783	chr1	16535652	0.0128012
RASGRP3	chr2	33476648	0.117692
LRRC8E	chr19	7888504	53.6511
MIR602	chr9	137838418	5.15652
PGR-AS1	chr11	101129076	1.55432
LONRF1	chr8	12755526	35.005
SLC30A9	chr4	41990529	160.893
FTH1P3	chr2	27393576	4.7807
PKN3	chr9	128702502	41.5901
OSTN-AS1	chr3	191234605	0.00205662
MXRA8	chr1	1358555	25.5841
MLLT6	chr17	38705272	22.573
SUPT20HL2	chrX	24313393	0.00097036
MIR3184	chr17	30117160	475.552
NAA38	chr17	7857891	89.4284
ZNF468	chr19	52857619	32.576
SURF6	chr9	133336188	193.874
SCNN1A	chr12	6377357	0.0612498
LOC101928177	chr1	156621928	0.127618
TTC3P1	chrX	75743079	0.0107911
EPHA2	chr1	16156069	0.00131949
FAM182B	chr20	25796108	0.00023
FAM182B	chr20	25801291	0.00023
MIR4478	chr9	122120167	0.0304282
LINC01277	chr6	143037582	0.0203582
TAAR8	chr6	132552683	0.0035607
ANO4	chr12	100794775	0.0239528
C1orf94	chr1	34166992	0.0321034
SDSL	chr12	113422379	104.911
ICAM3	chr19	10339624	0.139811
C2orf49	chr2	105337539	77.4158
AFDN-DT	chr6	167826796	3.14547
LRWD1	chr7	102464882	82.5733
KRTAP4-9	chr17	41105388	0.00160688
LINC02570	chr6	30848159	0.0118055
TDG	chr12	103965871	364.74
KDM6B	chr17	7839916	0.818711
PPP2R5D	chr6	42984569	80.2857
PITPNA	chr17	1562792	9.93541
AAMDC	chr11	77821113	62.3582
ANO3-AS1	chr11	26288007	0.0186236
MIR764	chrX	114639434	0.036749
LOC100506083	chr16	70346747	314.984
HMCES	chr3	129278831	81.7871
GDF9	chr5	132866579	367.077
ADGRE3	chr19	14674918	0.0156746
SKP2	chr5	36152042	122.436
MAP1LC3B2	chr12	116559380	40.0452
LOC105371038	chr16	649313	18.3312
MIR7515HG	chr2	6650519	0.0141695
SLFN13	chr17	35448766	0.65092
FGD4	chr12	32399557	1.22117
RAB28	chr4	13484365	29.6954
GOLGA6L4	chr15	84516847	0.867656
TIMM44	chr19	7943666	291.817
LINC01556	chr6	28943783	6.50463
PTPRJ	chr11	47980558	0.224581
OTX2-AS1	chr14	56812005	0.0411669
ACTN1-AS1	chr14	68979681	42.6197
WDR19	chr4	39182528	10.8327
CTDNEP1	chr17	7251978	149.257
PRKAR1B-AS2	chr7	561957	0.454839
LL22NC03-63E9.3	chr22	22559342	264.086
LINC00382	chr13	79872585	0.001636
YWHAH	chr22	31944534	39.7695
ZFAND4	chr10	45672732	3.92686
PCDHB17P	chr5	141155998	0.0714828
MIR4257	chr1	150551928	56.6394
SIRPG-AS1	chr20	1633507	0.00736422
LINC02759	chr11	38646356	0.0741972
C9orf64	chr9	83956742	111.085
LOC101409256	chr7	90396291	0.561427
XIRP2-AS1	chr2	167140955	0.0416379
LOC101928491	chr6	17511265	4.62521
HLA-DQA2	chr6	32741390	0.0155832
RO60	chr1	193059611	449.608
TMEM215	chr9	32783539	0.0289615
SEC61A1	chr3	128052436	98.0703
OR2W1	chr6	29045175	0.118907
ACKR3	chr2	236569824	0.0171883
MAGEA2	chrX	152753884	0.00023
MAGEA2	chrX	152714585	0.00023
MAGEA2	chrX	152753884	0.00023
MAGEA2	chrX	152714585	0.00023
MAGEA2	chrX	152753884	0.00023
MAGEA2	chrX	152714585	0.00023
MAGEA2	chrX	152753884	0.00023
MAGEA2	chrX	152714585	0.00023
MAGEA2	chrX	152753884	0.00023
MAGEA2	chrX	152714585	0.00023
MAGEA2	chrX	152753884	0.00023
MAGEA2	chrX	152714585	0.00023
MAGEA2	chrX	152753884	0.00023
GALK1	chr17	75765192	17.8135
SLC26A1	chr4	993404	50.8395
CSRP2	chr12	76879019	2.09741
LINC01972	chr3	194768709	0.0398955
AMY2B	chr1	103554643	2.91893
OAS3	chr12	112938473	0.776214
WDR41	chr5	77492316	128.063
NAP1L3	chrX	93673578	0.0354582
SIGIRR	chr11	414999	0.956227
MYLIP	chr6	16129085	593.546
LOC100130520	chr17	74567343	0.0395203
POM121L9P	chr22	24251620	0.00023
CD8B	chr2	86861886	0.00023
CD8B	chr2	86861924	0.00023
CD8B	chr2	86861886	0.00023
DUSP12	chr1	161749785	244.42
TMED10	chr14	75176612	83.9894
TBC1D3	chr17	38192555	0.408196
LYNX1-SLURP2	chr8	142777872	0.859985
C11orf91	chr11	33700740	4.27817
RFX4	chr12	106601147	0.171326
LOC100507387	chr5	176119548	0.00827848
SLC25A40	chr7	87876360	200.01
EFCAB14	chr1	46719114	71.4696
SREBF1	chr17	17836986	223.918
LINC01304	chr2	3974032	0.0685412
PTPRN	chr2	219308970	0.214999
SGSH	chr17	80220333	20.1488
MIR103B2	chr20	3917563	4.67192
DMRTA1	chr9	22446823	0.00023
ZNF525	chr19	53365704	24.3785
SEC22C	chr3	42581967	177.595
LINC02878	chr8	143697114	21.3236
TRAPPC2	chrX	13734635	186.435
LOC105378123	chr6	167169980	0.00479248
NDUFB7	chr19	14572066	80.3386
SNTG2-AS1	chr2	951392	0.0141439
MIR1915HG	chr10	21497260	4.22672
PRPS1L1	chr7	18027846	0.0482252
CCDC18	chr1	93180715	223.998
GLYATL2	chr11	58844704	0.0745845
GRK7	chr3	141763407	0.0678572
LINC01790	chr2	194730594	0.0025628
GP2	chr16	20327513	0.256611
LZIC	chr1	9943391	351.329
TMEM42	chr3	44861911	1.12173
ALOX5	chr10	45374165	3.35661
ME1	chr6	83431051	78.1841
LCP1	chr13	46182177	129.935
FAM47B	chrX	34942795	0.00720447
TNFSF12	chr17	7549057	1.70399
KCNK10	chr14	88323269	0.0164281
WRNIP1	chr6	2765392	77.8251
SSPOP	chr7	149776041	2.20712
LOC100507548	chr11	134985351	0.0224546
C12orf75	chr12	105330690	0.0388058
HEAT2	chr10	111114290	0.0117273
IRX3	chr16	54286787	0.0235977
EFHC1	chr6	52420341	101.778
FEZ2	chr2	36598168	30.0347
CGB3	chr19	49024375	0.0873192
WARS1	chr14	100376327	152.858
PPP1R1A	chr12	54588659	0.0423462
PHF21B	chr22	45010005	0.0441013
COX7B	chrX	77899467	106.951
OR4K17	chr14	20117467	0.0839948
MIR181A1	chr1	198859153	0.0120295
TMEM35B	chr1	34985347	121.058
AVIL	chr12	57816069	2.95983
SLC15A3	chr11	60952176	0.0364311
OOSP4B	chr11	60023802	0.0487236
C18orf32	chr18	49487234	156.674
TXNDC17	chr17	6641059	154.421
ZNF672	chr1	248838223	439.495
ZNF267	chr16	31873806	178.367
PKNOX2-AS1	chr11	125164609	0.110187
UNK	chr17	75784838	104.999
IL6-AS1	chr7	22727620	0.336819
TGIF1	chr18	3448430	404.267
TAS1R3	chr1	1331279	46.1093
DEDD2	chr19	42220134	158.721
LINC01776	chr1	98210710	0.080492
ANKRD13D	chr11	67289302	70.6463
C18orf15	chr18	13239542	0.0169826
NRXN2	chr11	64723197	0.362789
LOC285847	chr6	35736947	0.278736
MIR3135B	chr6	32749979	0.00391623
SLC6A11	chr3	10816227	0.00290451
NPIPA8	chr16	18335860	0.0330598
UBE3D	chr6	83065841	54.3948
POLR2D	chr2	127858155	141.7
MAP3K14-AS1	chr17	45247924	141.528
NME8	chr7	37848596	0.00783165
LOC349160	chr7	137164341	0.808449
AP1S3	chr2	223837582	1.61131
LOC101926898	chr6	46492051	0.181345
MIR12123	chr8	79332187	0.0184935
TIAM2	chr6	154995314	0.0853331
LINC02247	chr9	134295397	0.0466476
FZD6	chr8	103298493	0.0414992
PSMA4	chr15	78540404	347.926
HYAL6P	chr7	123814138	0.00314868
DIRAS1	chr19	2721372	0.331231
CCDC54	chr3	107377438	0.050405
POTEF	chr2	130129222	0.00240516
TMEM235	chr17	78231292	0.0985565
FLJ44635	chrX	72144183	0.0375879
KRTAP2-2	chr17	41055211	0.0114003
LOC105377342	chr4	98658901	0.398096
CAGE1	chr6	7389742	354.418
TBX6	chr16	30091924	34.2617
RAB2B	chr14	21476959	70.1321
LINC01753	chr1	55944963	0.0550673
B3GNT7	chr2	231395709	0.00023
DM1-AS	chr19	45767795	29.4217
DMPK	chr19	45779619	38.2684
CCDC28B	chr1	32200594	15.242
MIR4300HG	chr11	82403913	0.0113007
IARS1	chr9	92293697	257.223
NCOR1P1	chr20	26114041	0.0108637
SFT2D2	chr1	168226003	295.403
ZNF341	chr20	33731995	9.59675
MAP2K3	chr17	21284710	5.14435
PPP1R2	chr3	195543325	163.342
PKHD1	chr6	52087613	0.0784901
MOB2	chr11	1486779	0.680063
MC1R	chr16	89918861	26.0726
LOC101928063	chr19	44002870	36.5467
SEC14L2	chr22	30396940	5.96085
TMOD1	chr9	97501665	0.958759
NDOR1	chr9	137205699	99.0221
ZFPL1	chr11	65084221	136.803
SIX2	chr2	45009452	0.00294948
ORC2	chr2	200963660	133.067
DDX11L1	chr1	11873	0.00023
MAILR	chr8	102864270	483.427
PACRG-AS2	chr6	163054161	0.035617
CLNK	chr4	10684768	0.0837668
MIR7112	chr8	144262737	14.3779
RBM25	chr14	73058533	368.805
CBX8	chr17	79797077	45.7333
RASAL1	chr12	113135754	0.027569
CASC17	chr17	71202179	0.0634355
TUBB8B	chr18	49557	0.00184382
LOC101929165	chr10	74912785	0.0231291
CHRNA3	chr15	78620996	0.0334638
NEPRO	chr3	113019671	68.536
CENPF	chr1	214603194	77.4959
MYT1L-AS1	chr2	2319231	0.0563724
FGR	chr1	27626240	0.623808
NSL1	chr1	212791777	365.592
GPRC5B	chr16	19884848	0.358282
HIGD2A	chr5	176388750	354.829
PPAN	chr19	10106361	67.8778
MASP1	chr3	187291737	0.00745424
MEST	chr7	130491328	0.0272267
COMETT	chr7	116688027	0.014086
SYCE1L	chr16	77199407	4.93782
DBR1	chr3	138174921	120.877
ZAN	chr7	100733594	0.0512005
C1QB	chr1	22653235	0.0785024
LOC101926908	chr8	72732044	0.0725535
LOC257396	chr5	53109841	106.153
YEATS2	chr3	183697817	36.1421
BCL11B	chr14	99272197	0.00908302
MIR4691	chr11	68033896	5.14508
TMEM47	chrX	34657285	0.0421704
ICE2	chr15	60479142	394.962
SYNCRIP	chr6	85642922	678.771
PPP3CC	chr8	22441077	216.406
NUP93	chr16	56730128	168.36
PLA2G4C	chr19	48110852	20.1237
LOC646762	chr7	29685138	22.1777
SLIT2	chr4	20251904	0.0758452
LINC00437	chr13	38686675	0.0428566
KCNK15-AS1	chr20	44746227	0.555517
RFPL1S	chr22	29442129	0.0286478
LOC107987394	chr22_KI270734v1_random	122036	0.00023
LOC107987394	chr22_KI270734v1_random	118276	0.00023
CSF2RA	chrX	1268813	0.0848072
TTLL7	chr1	83999132	3.15916
CFAP126	chr1	161367876	5.84711
MYO1A	chr12	57051198	1.05357
CD83	chr6	14117771	8.05476
CAND1	chr12	67269357	155.641
MAP3K9	chr14	70809513	0.33816
MIR5188	chr12	124915546	18.1547
MIR4534	chr22	37988793	0.305423
CNTRL	chr9	121074954	166.187
LINC02696	chr11	45355370	1.10591
LILRB1	chr19	54616929	0.0315579
GSEC	chr11	126355587	60.9552
ZNF232	chr17	5112274	101.022
ZNF660	chr3	44584963	2.23045
CCDC113	chr16	58249935	21.6882
LOC101241902	chr8	78724374	0.0842891
ADCY2	chr5	7396137	0.0306293
SELENOM	chr22	31107568	2.99109
XRN1	chr3	142448037	101.787
INCENP	chr11	62124010	68.6955
GEMIN6	chr2	38778209	64.4796
TXNDC12-AS1	chr1	52050917	0.933001
ARID3C	chr9	34628086	0.17245
MIR4736	chr17	58336022	56.4016
DEFB124	chr20	31473013	0.126859
SLC22A31	chr16	89201678	1.20334
MIR10A	chr17	48579947	16.8022
RGPD2	chr2	87825767	1.57186
P2RY11	chr19	10111692	260.003
F9	chrX	139530735	0.0649114
HULC	chr6	8652208	0.0155682
SIGLEC14	chr19	51646819	0.00018492
SCG3	chr15	51681502	10.6524
RBM7	chr11	114400665	377.217
ZNF285	chr19	44401608	0.665563
MITF	chr3	69739463	12.5346
CDX2	chr13	27969368	0.00028513
LCE1C	chr1	152806651	0.014105
CEP126	chr11	101915009	0.285724
LINCADL	chr5	115956570	0.0345371
MT1G	chr16	56668065	0.153552
LINC01432	chr20	22054089	0.0212018
ZNF707	chr8	143684478	57.6191
LDLR	chr19	11089462	529.502
OR52E8	chr11	5857702	0.0608481
MYCBP	chr1	38873348	56.6471
LCE1B	chr1	152811970	0.0185439
RBMS1	chr2	160493807	0.00021463
MIR3689D1	chr9	134849682	0.00023
MAML1	chr5	179732821	60.1191
CDKAL1	chr6	20534456	124.864
ARHGEF34P	chr7	144286003	0.00023
ARHGEF34P	chr7	144363632	0.00023
NAA25	chr12	112108783	98.0772
NBPF22P	chr5	86282443	0.00197068
NSA2	chr5	74767248	108.409
RNA18SN3	chr21	8209630	0.00023
RNA18SN3	chr21	8392665	0.00023
RNA18SN3	chr21	8436875	0.00023
RNA18SN3	chr22_KI270733v1_random	125930	0.00023
RNA18SN3	chrUn_GL000220v1	109077	0.00023
SNORD19	chr3	52689239	19.9197
LINC02488	chr5	87662041	0.00900277
MIR3914-2	chr7	71307673	0.0132585
RN7SL1	chr14	49586579	300.232
SPDL1	chr5	169583772	131.422
TNRC6C	chr17	78004236	0.284991
ZNF527	chr19	37371098	0.537971
WNT10A	chr2	218880851	0.00211996
SCX	chr8	144266452	1.46694
PARM1	chr4	74933115	0.0132571
ZNF784	chr19	55624566	69.6458
PPP1R16B	chr20	38805696	17.7117
LOC101928782	chr7	131910219	0.0294056
CCDC78	chr16	726443	102.509
FOXS1	chr20	31845604	0.0692164
MIR423	chr17	30117078	516.029
CSF1	chr1	109910848	23.9488
LOC100130298	chr8	60967748	0.159826
GSDMC	chr8	129786624	0.171125
MBD1	chr18	50281523	233.479
BORCS5	chr12	12357077	160.552
NBPF26	chr1	120805555	0.0490339
KCNK4	chr11	64291301	1.73434
LOC105374428	chr4	42391268	0.0969829
ZNF786	chr7	149090718	83.4863
NINJ2	chr12	643636	41.431
BEX2	chrX	103310955	8.49508
GTDC1	chr2	144332512	176.002
OR1D2	chr17	3092996	0.0164432
SNORD115-41	chr15	25245477	0.00159244
DDX19B	chr16	70289766	365.987
MIR135B	chr1	205448398	0.274826
SENP8	chr15	72118402	116.226
PIGG	chr4	499209	279.32
C17orf58	chr17	67993606	92.5219
SNAPIN	chr1	153658702	78.9202
OSBPL10	chr3	31981850	0.16478
GIMD1	chr4	106368778	0.0132853
BTN3A1	chr6	26402274	6.63613
POU3F3	chr2	104854114	0.00425224
ZNF718	chr4	124500	124.4
CT47A10	chrX	120985784	0.00023
CT47A10	chrX	120937158	0.00023
CT47A10	chrX	120942019	0.00023
CT47A10	chrX	120932297	0.00023
CT47A10	chrX	120946879	0.00023
CT47A10	chrX	120951740	0.00023
CT47A10	chrX	120976064	0.00023
CT47A10	chrX	120980924	0.00023
CT47A10	chrX	120966344	0.00023
CT47A10	chrX	120971204	0.00023
LINC02506	chr4	31997378	414.599
DGCR2	chr22	19122454	253.677
MED26	chr19	16628204	134.97
BTNL3	chr5	180988845	0.00023
CKAP4	chr12	106248020	0.00039396
CYP11B2	chr8	142917843	0.0849304
FSBP	chr8	94436944	2.95391
MIR7703	chr14	24143565	0.437695
TMC5	chr16	19456460	0.419954
RCOR1	chr14	102592648	46.8768
LIPT1	chr2	99155073	242.863
SNAR-H	chr2	77955026	0.124428
IL17C	chr16	88638571	0.401862
PHC2-AS1	chr1	33350351	206.861
SLC38A4	chr12	46825997	0.0565306
IL1F10	chr2	113072317	0.0256343
TRIM48	chr11	55262154	0.0341887
AOAH	chr7	36724549	0.0341609
SYCP1	chr1	114854802	0.00765417
KRT83	chr12	52321398	0.0188757
KRT6A	chr12	52493257	0.00077776
CXXC5	chr5	139648348	44.9536
IRX2	chr5	2751677	0.00023
SEPTIN11	chr4	76949751	181.042
ITFG2	chr12	2812667	250.288
LOC101929141	chr17	18835663	0.0264623
UBE2Q1	chr1	154558662	23.1542
TPD52L3	chr9	6328374	0.00170376
ZNF575	chr19	43533187	4.6949
SOCS3	chr17	78360077	49.3489
MIR12117	chr9	33108691	6.02022
KCNIP2	chr10	101839871	8.52505
STRN3	chr14	31026379	142.168
POLL	chr10	101588257	24.5478
PRDX3	chr10	119178812	208.714
MFSD13A	chr10	102461394	8.98531
CFHR2	chr1	196943767	0.00023
CFHR2	chr1	196943737	0.00023
C5orf64-AS1	chr5	61735698	0.211544
HOXB4	chr17	48578350	64.8987
GTF2IP23	chr7	66847449	0.194235
SPACA5	chrX	48004335	72.0256
TMEM267	chr5	43483865	672.205
SLC66A1	chr1	19312325	175.64
MAP2K4P1	chrX	73563085	25.7631
CDRT15P3	chr2	131801661	0.094014
LINC02009	chr3	46423667	0.0269054
MIR2467	chr2	239351804	0.0415794
QARS1	chr3	49104757	127.326
LOC642414	chr11	89820324	0.00023
LOC642414	chr11	90024266	0.00023
SNORD11B	chr2	202291316	18.7461
LINC02198	chr5	69029927	0.00306956
GTF2H2C_2	chr5	69560204	19.5491
TDRD6	chr6	46680267	0.0389165
UQCRH	chr1	46303697	267.265
CEBPA-DT	chr19	33302820	8.67077
UBL4A	chrX	154486615	18.7213
SLIT3	chr5	169301139	0.00364767
LOC105373496	chr2	96532306	0.00676813
TRIM56	chr7	101085480	145.234
C5AR2	chr19	47337094	1.35731
TMEM271	chr4	576295	0.00023
B3GNT8	chr19	41427993	31.2776
FABP3	chr1	31373288	13.4466
NEFH	chr22	29480217	23.793
MIR4679-1	chr10	89063335	0.0163051
DLG4	chr17	7220050	110.889
SLC66A1L	chr3	157543311	0.101582
PLA2G7	chr6	46735375	0.0736257
MGME1	chr20	17969017	192.617
SLC25A13	chr7	96322098	175.835
MAP3K11	chr11	65614221	86.4887
CASC9	chr8	75278481	0.520499
SLC25A41	chr19	6433763	1.02385
MIR6870	chr20	10649695	0.0189169
EGFLAM-AS2	chr5	38403471	0.0166097
MUTYH	chr1	45340115	562.333
HTR5A-AS1	chr7	155071557	0.00170769
CPNE5	chr6	36839444	0.969962
KLHDC9	chr1	161098360	9.51115
SPDYE21	chr7	67278291	0.168632
PABPC4	chr1	39576790	423.798
PSMD1	chr2	231056866	38.9813
DGCR5	chr22	19017833	0.00462662
RUFY3	chr4	70704936	49.5198
TRPC4AP	chr20	35092815	83.7926
AZGP1P1	chr7	99980761	0.0138258
PAOX	chr10	133379261	8.21456
IFNA8	chr9	21409116	0.00023
GLT8D1	chr3	52706083	86.2764
BTC	chr4	74794523	0.0483201
B4GALT5	chr20	49713878	9.62654
SERAC1	chr6	158168262	279.726
AZU1	chr19	827836	0.803195
FAM221A	chr7	23680198	0.00092604
MIR410	chr14	101065911	0.0090119
HAND2-AS1	chr4	173530370	17.8557
MFNG	chr22	37486387	0.089427
AP3S1	chr5	115841934	190.522
GPAA1	chr8	144082633	85.9973
CCL24	chr7	75823372	0.0458167
UBTD1	chr10	97498923	20.4143
NIFK-AS1	chr2	121649988	311.474
GLDC	chr9	6645729	0.00476379
PHF2	chr9	93576583	19.9509
SNORD59A	chr12	56645101	18.1427
SNORD64	chr15	24985099	0.0124909
C15orf32	chr15	92471676	0.00610408
GRIK1-AS2	chr21	29596039	0.161344
SELENON	chr1	25800192	3.5586
MIR3152	chr9	18573305	0.00641439
LINC01122	chr2	58520752	0.0536294
LOC101928166	chr3	152205429	19.1007
TRIM39-RPP21	chr6	30329310	0.572943
MGST1	chr12	16347777	45.2248
PP12613	chr4	121764584	0.0233976
SHC1	chr1	154974376	328.133
NBR1	chr17	43171213	102.133
UBE2Q2P2	chr15	82355135	0.00023
MEI1	chr22	41699502	0.937532
CCL20	chr2	227813841	0.0088694
MAMLD1	chrX	150445453	0.0288723
WDFY3-AS2	chr4	84966731	39.3449
SCARNA5	chr2	233275725	3.09899
CD40	chr20	46118313	3.80353
TRIT1	chr1	39883504	167.43
KRT16P1	chr17	18439907	0.00023
UBL4B	chr1	110112442	0.0115818
SLC22A7	chr6	43298259	0.00218818
ITGB1	chr10	32958230	140.363
EIF3F	chr11	7987336	54.0226
PTK6	chr20	63537376	0.20692
MIR550B2	chr7	32733077	0.554553
APBB1IP	chr10	26438340	0.0587406
LAPTM4A	chr2	20051628	145.589
CNTN6	chr3	1093023	0.0103364
POTEH	chr22	15690025	0.00023
PRKD1	chr14	29927847	0.0361557
OR56A5	chr11	5968494	0.0639323
SWT1	chr1	185157166	174.46
ITGB4	chr17	75724695	0.0742944
ZRSR2	chrX	15790483	129.588
LOC100288966	chrUn_GL000213v1	139339	0.00023
MIR92A1	chr13	91351313	120.485
SMG7	chr1	183472498	88.4103
PGP	chr16	2214840	36.9651
OR5AC2	chr3	98087172	0.00428048
GPR88	chr1	100538138	0.024815
ZNF280C	chrX	130268899	180.141
CDC5L	chr6	44387705	245.984
LINC01913	chr2	41877554	0.0111117
TLN1	chr9	35732195	73.9472
SVIL	chr10	29735801	0.0435233
LYPD3	chr19	43465608	0.0591851
LINC02359	chr12	126095991	0.0133985
NRARP	chr9	137302271	18.7205
UCN3	chr10	5364965	0.032012
MIR3677	chr16	2270712	1.96068
RBFOX1	chr16	7332844	0.0224845
F8A2	chrX	155458600	0.00023
F8A2	chrX	154886374	0.00023
F8A2	chrX	155382114	0.00023
H2BC5	chr6	26158120	1764.58
HOXB8	chr17	48615292	1.23551
MIR6822	chr3	39138205	8.18951
LINC01396	chr4	4844436	0.00824296
METTL4	chr18	2571505	134.143
TAMALIN	chr12	52010491	8.63636
DES	chr2	219418376	0.0285825
RBMY1A1	chrY	21534878	0.00023
RBMY1A1	chrY	21511337	0.00023
RBMY1A1	chrY	21534878	0.00023
RBMY1A1	chrY	21894526	0.00023
RBMY1A1	chrY	21511337	0.00023
RBMY1A1	chrY	21894526	0.00023
RBMY1A1	chrY	21534878	0.00023
RBMY1A1	chrY	21918067	0.00023
TMEM259	chr19	1021123	142.189
MIR10523	chr5	172915082	0.344432
AADAT	chr4	170090387	0.00853848
AHCTF1P1	chr2	161507902	0.00813216
GGNBP2	chr17	36544918	304.543
CACNB4	chr2	152099167	0.0177168
GLIS3-AS1	chr9	3898645	0.0420455
DPH6-DT	chr15	35546194	156.368
CFAP20	chr16	58129425	128.278
HLA-C	chr6	31272136	0.0553308
LINC01949	chr5	87239201	0.040457
VCPIP1	chr8	66667231	190.335
HELZ	chr17	67245196	40.1516
PRXL2A	chr10	80408550	0.972546
ANXA6	chr5	151157779	2.074
DOT1L	chr19	2163932	24.3636
ARHGEF28	chr5	73813545	0.0104333
MTA2	chr11	62601865	133.333
SLC26A11	chr17	80220426	18.8744
OR6V1	chr7	143052340	0.10387
NVL	chr1	224330189	106.232
JCAD	chr10	30059586	0.105463
CLN3	chr16	28492074	28.2669
BPIFB1	chr20	33283213	0.0112534
ST3GAL5-AS1	chr2	85889279	8.70941
ATP5MF-PTCD1	chr7	99466167	319.182
ABI1	chr10	26860958	140.822
MROH2A	chr2	233775723	0.057812
LRRTM2	chr5	138875335	0.195653
TTTY2B	chrY	6428444	0.00023
TTTY2B	chrY	9736285	0.00023
SEMA3G	chr3	52445103	0.349386
CERNA2	chr10	84172076	0.0378843
COMMD2	chr3	149752489	84.2366
PRRX2-AS1	chr9	129718706	0.00115191
FXYD5	chr19	35154734	281.135
RCE1	chr11	66843440	243.784
MIR11181	chr15	87946268	0.0332118
POU2F2	chr19	42132446	0.018621
ZKSCAN1	chr7	100015595	116.539
TES	chr7	116210538	34.4797
MIR10398	chr6	41733610	0.421753
TMEM63C	chr14	77181797	0.0289072
UBA3	chr3	69080365	17.9378
LOC340090	chr5	73201961	0.00752431
SNORA101A	chr4	100395247	0.0236223
PKLR	chr1	155301438	25.868
MED22	chr9	133348156	605.905
CARS2	chr13	110706116	15.2092
ZPBP	chr7	50093246	0.0385919
CNPPD1	chr2	219178106	112.161
LIMK1	chr7	74083803	42.4743
LOC101927967	chr2	78290731	0.184567
PRDX6-AS1	chr1	173461362	0.00636463
RBMY1D	chrY	21511337	0.00023
RBMY1D	chrY	21534878	0.00023
RBMY1D	chrY	21894526	0.00023
RBMY1D	chrY	21918067	0.00023
RBMY1D	chrY	21511337	0.00023
RBMY1D	chrY	21918067	0.00023
RBMY1D	chrY	21534878	0.00023
RBMY1D	chrY	21511337	0.00023
RBMY1D	chrY	21894526	0.00023
RBMY1D	chrY	21918067	0.00023
PRKN	chr6	162727766	19.0992
NCLN	chr19	3185929	62.4564
LINC02064	chr5	29395976	0.00525923
RFX5-AS1	chr1	151347009	39.9519
MIR1914	chr20	63941544	121.437
MIR3529	chr15	88611924	0.0160901
MIR9851	chr10	116827568	0.00325762
TMED2	chr12	123584551	151.493
EVADR	chr6	70394201	33.5502
RBMY1A3P	chrY	9322874	0.00023
BSPRY	chr9	113349540	0.364317
LILRB4	chr19	54662818	0.0185368
MIR4639	chr6	16141555	23.2174
TLR3	chr4	186069155	0.0363792
NUP58	chr13	25301624	110.236
KRTAP9-6	chr17	41265377	0.00240588
SPATA31D4	chr9	81928427	0.00023
EFEMP1	chr2	55923782	0.135877
OR8H3	chr11	56122372	0.00619749
XYLT1	chr16	17470960	0.0287701
SF3B3	chr16	70523815	395.526
MALT1	chr18	58671464	3.02461
ZNF358	chr19	7516102	4.16541
RPS19BP1	chr22	39532748	95.5497
MIR6784	chr17	45114433	2.41083
PCIF1	chr20	45934682	386.096
LINC02199	chr5	8839731	0.0007274
RHCE	chr1	25420914	0.728317
PRICKLE4	chr6	41780781	1.24948
C1QTNF7	chr4	15428032	0.101549
