gene_name	chr	strand	gene_start	gene_end
SERPINB4	chr18	-	63637258	63644256
KLHL11	chr17	-	41848518	41865423
LOC101929140	chr13	+	41132927	41236686
SLC24A2	chr9	-	19507454	19789037
OR9G1	chr11	+	56699094	56703884
DSCR10	chr21	+	38206155	38208644
EDA	chrX	+	69616112	69861117
DPPA2	chr3	-	109293787	109316517
LOC729870	chr4	-	152934515	152936837
RXFP3	chr5	+	33936385	33938918
MIR3165	chr11	-	72072227	72072302
MIR888	chrX	-	145994783	145994860
NOL4L	chr20	-	32443058	32585333
PAK1	chr11	-	77322016	77474094
PRSS27	chr16	-	2712421	2720224
BLVRB	chr19	-	40447767	40465745
SNORD115-44	chr15	+	25250858	25250940
CCNDBP1	chr15	+	43185402	43197177
JSRP1	chr19	-	2252251	2256417
ZFYVE21	chr14	+	103715743	103733668
PCSK1N	chrX	-	48831095	48835610
TMEM192	chr4	-	165070607	165112860
ATP5MC1	chr17	+	48892786	48895870
LOC101928131	chr4	-	165730778	165743071
SERPINH1	chr11	+	75562252	75572811
RPGRIP1	chr14	+	21320124	21351301
MIR4642	chr6	+	44435640	44435722
OR7E24	chr19	+	9251043	9252063
OR2F2	chr7	+	143935232	143936186
LOC653712	chr3	-	128861507	128871541
LINC00504	chr4	-	14470465	14888169
FMN1	chr15	-	33149783	33194714
CLLU1-AS1	chr12	-	92420085	92428148
ZNF137P	chr19	+	52596683	52600152
FAM85B	chr8	-	8100761	8227503
TMEM244	chr6	-	129831243	129861315
LMAN2L	chr2	-	96705929	96740064
PRKAB1	chr12	+	119668132	119681619
SNORA86	chr10	-	32901333	32901472
KIF1A	chr2	-	240713766	240821403
LINC01714	chr1	+	8208671	8215208
SNORA52	chr11	+	811680	811814
GPR171	chr3	-	151197831	151203216
OR5AS1	chr11	+	56030418	56031393
SEL1L3	chr4	-	25747432	25862988
NTN3	chr16	+	2471296	2474145
SERPINB10	chr18	+	63907957	63936111
NRGN	chr11	+	124739941	124747210
KLRK1-AS1	chr12	+	10363768	10398506
GGTLC3	chr22	-	18516343	18518161
CBLN1	chr16	-	49277917	49281838
RNF17	chr13	+	24764168	24879920
OVCA2	chr17	+	2042021	2043425
MIR1279	chr12	-	69273156	69273218
LINC02033	chr3	-	36820549	36822500
DLGAP4-AS1	chr20	-	36507701	36573275
TOB2	chr22	-	41433493	41446801
RCL1	chr9	+	4792943	4861066
TGFBRAP1	chr2	-	105264413	105329735
CMA1	chr14	-	24505352	24508265
SLC38A7	chr16	-	58665108	58684770
CHSY1	chr15	-	101175726	101252048
FAM111A-DT	chr11	-	59133972	59142808
CCDC83	chr11	+	85855382	85920013
BPY2B	chrY	+	22984262	23005463
BPY2B	chrY	-	25030900	25052104
BPY2B	chrY	+	24618003	24639205
MIR6085	chr15	+	62343028	62343138
SEMA4B	chr15	+	90184919	90229679
ALDH1L2	chr12	-	105019789	105084458
LOC101927762	chr10	+	933025	942743
MMP12	chr11	-	102862742	102874982
MIR6889	chr22	-	41252991	41253050
DCANP1	chr5	-	135444213	135447348
OBP2B	chr9	-	133205278	133209250
ART1	chr11	+	3645127	3664416
MIR1289-1	chr20	-	35453953	35454097
DNAH17-AS1	chr17	+	78484909	78503056
SLFN12L	chr17	-	35474922	35487739
SLC44A2	chr19	+	10602454	10644557
BHLHE41	chr12	-	26120029	26125037
MIR130B	chr22	+	21653303	21653385
KRTAP10-5	chr21	-	44579454	44580604
ULK2	chr17	-	19770829	19867936
LINC01265	chr5	-	38710366	38720273
XACT	chrX	-	113616299	113938218
SUGT1P1	chr9	-	33500755	33511166
ALDH3B1	chr11	+	68010326	68029276
MIR4467	chr7	+	102471468	102471531
SNORD115-40	chr15	+	25243613	25243695
POM121L4P	chr22	+	20689554	20691721
TRIM49D1	chr11	+	89924024	89933061
SLC22A3	chr6	+	160348377	160452573
MIR1233-2	chr15	-	34382068	34382150
MIR1233-2	chr15	-	34528289	34528371
LINC01018	chr5	+	6583275	6588500
LOC101927178	chr14	+	35081080	35113130
WWP2	chr16	+	69762331	69941739
MIR1250	chr17	-	81133195	81133308
TRAPPC3L	chr6	-	116494988	116545684
MT2A	chr16	+	56608583	56609497
SNORD12C	chr20	+	49278944	49279023
LOC100505912	chr4	-	22327365	22339666
ZKSCAN4	chr6	-	28241696	28252269
IFT122	chr3	+	129440223	129520507
LRRC2	chr3	-	46515387	46566302
CCNE1	chr19	+	29811990	29824312
LMAN1L	chr15	+	74812834	74825754
C3P1	chr19	+	10041355	10074137
STN1	chr10	-	103877568	103918184
SAMD8	chr10	+	75111655	75182123
P2RY2	chr11	+	73218280	73242427
CFAP53	chr18	-	50227193	50266495
PKNOX2	chr11	+	125164750	125433389
MIR6078	chr10	+	3991159	3991259
LINC02644	chr10	+	30723218	30723740
PRMT2	chr21	+	46635594	46655097
PRMT8	chr12	+	3381348	3593972
PROK1	chr1	+	110451148	110457358
PSMC2	chr7	+	103347642	103369395
LARP7	chr4	+	112637455	112657592
TMEM108	chr3	+	133038287	133397775
KATNBL1P6	chr6	-	146801668	146803824
CNTNAP2-AS1	chr7	-	147080937	147097609
LOC100134391	chr17	+	73737853	73756557
SPEF1	chr20	-	3777503	3781448
MIR6884	chr17	-	40026331	40026409
CTAG1A	chrX	-	154617608	154619292
OR4F5	chr1	+	69090	70008
SNORD49B	chr17	+	16439508	16439556
CYP2B6	chr19	+	40991281	41018398
WDR83OS	chr19	-	12668072	12669415
ANKRD20A1	chr9	+	67858930	67902394
MIR4452	chr4	-	86542481	86542552
LINC00514	chr16	+	2989053	2994509
CDK3	chr17	+	76000905	76005999
TTTY7	chrY	+	6449467	6457906
TTTY7	chrY	-	9706823	9715262
LINC01712	chr1	+	83446053	83454771
LOC101927972	chr6	-	5452467	5458075
GRAP	chr17	-	19020655	19046957
MUC2	chr11	+	1074874	1110508
SEMA4F	chr2	+	74654246	74683841
EML4-AS1	chr2	-	42142434	42170231
LINC00491	chr5	-	102608491	102671464
BORCS7-ASMT	chr10	+	102854209	102901898
ETAA1	chr2	+	67397332	67412089
MIR8079	chr13	-	44196128	44196200
UBAC2-AS1	chr13	-	99196373	99200755
CAMK2A	chr5	-	150219490	150290130
C4orf36	chr4	-	86887308	86892422
CDC37L1	chr9	+	4679568	4708398
MAGI2-AS3	chr7	+	79453959	79471208
BDH1	chr3	-	197509782	197573323
CLVS1	chr8	+	61287969	61501629
LOC101928160	chr8	+	143708050	143713898
TMEM81	chr1	-	205083128	205084460
MIR6798	chr19	+	49009905	49009972
MCOLN2	chr1	-	84925582	84997113
ODF3L2	chr19	-	463360	491624
LINC02110	chr5	+	37948490	37951054
CENPW	chr6	+	126340114	126348875
DDHD2	chr8	+	38231490	38239092
ZNF211	chr19	+	57633167	57644041
LOC102723604	chr14	-	51916144	51918571
CBLN2	chr18	-	72536680	72544342
POM121L2	chr6	-	27309062	27312232
NOP53-AS1	chr19	-	47757035	47768840
INTS4P1	chr7	+	65141029	65234222
RTP4	chr3	+	187368384	187372076
AQP4-AS1	chr18	+	26865307	26935946
MGAT4FP	chr1	-	202986451	203007265
MIR3670-4	chr16	-	15158456	15158521
CIZ1	chr9	-	128166064	128191572
DMRTC2	chr19	+	41845041	41852333
MCOLN3	chr1	-	85018081	85048540
MXI1	chr10	+	110225995	110287365
LINC01647	chr1	+	11609530	11613354
MED13L	chr12	-	115958575	116277693
SNORA119	chr16	+	89953376	89953520
RPL9	chr4	-	39454124	39458922
PAK3	chrX	+	111103158	111227361
CAPZA2	chr7	+	116862586	116922049
PICALM	chr11	-	85957175	86069084
LOC102724646	chr6	+	111873451	111877310
BEST2	chr19	+	12751790	12758457
MARCKS	chr6	+	113857344	113863475
LOC105373759	chr2	-	177211394	177212411
CDC42BPB	chr14	-	102932379	103057549
GLI2	chr2	+	120735867	120992653
UGT1A7	chr2	+	233681937	233773299
LINC01515	chr10	+	65571424	65766541
LINC02310	chr14	-	51392128	51397135
STK26	chrX	+	132023301	132075943
LINC00605	chr14	-	103187220	103189028
CCAR1	chr10	+	68721238	68792377
LINC02294	chr14	-	26775495	26822120
GPR108	chr19	-	6729913	6737302
HTR3E-AS1	chr3	-	184095117	184105178
MIR3179-3	chr16	+	14901507	14901591
MIR3179-3	chr16	+	16300158	16300242
MIR3179-3	chr16	-	18411893	18411977
MIR3179-3	chr16	-	18494492	18494576
UVSSA	chr4	+	1347555	1388049
MIR381	chr14	+	101045919	101045994
LOC101929234	chr10	+	75409156	75411324
NADK	chr1	-	1751231	1778816
MIR4456	chr5	-	535839	535882
PTGES2	chr9	-	128120692	128128188
OR5E1P	chr11	+	7849050	7849571
LINC00636	chr3	+	107883204	107928906
LOC101927391	chr7	-	7550103	7566065
LINC02743	chr11	-	133783670	133810376
LINC02020	chr3	+	186440344	186445242
CHMP1A	chr16	-	89644435	89657708
PLB1	chr2	+	28496059	28644142
VAT1	chr17	-	43014606	43022385
DCP1A	chr3	-	53283428	53347543
OR2AP1	chr12	+	55574414	55575344
CAMK2B	chr7	-	44217149	44325631
MIR506	chrX	-	147230719	147230843
LINC01053	chr13	+	25181331	25190657
RAD54B	chr8	-	94427715	94475115
KLC4	chr6	+	43059630	43075093
FCRLA	chr1	+	161707228	161714352
CXCL8	chr4	+	73740568	73743716
KMT2D	chr12	-	49018977	49060794
FOXP3	chrX	-	49250437	49264710
PSMB9	chr6	+	32854191	32859851
LOC642943	chr9	+	92882566	92889555
CHKA	chr11	-	68052858	68121388
LINC02883	chr15	-	85754940	85758725
ADARB2	chr10	-	1177312	1737525
KLK1	chr19	-	50819145	50823787
LOC339593	chr20	-	11266658	11273383
BPIFB4	chr20	+	33081511	33111751
OR8G2P	chr11	+	124224638	124225663
IWS1	chr2	-	127480811	127526489
ZNF513	chr2	-	27377235	27380734
MIR4710	chr14	-	104677693	104677749
ANGPT2	chr8	-	6499632	6563245
RECQL5	chr17	-	75626853	75667154
ETV7	chr6	-	36366193	36387800
HS6ST2	chrX	-	132626014	132961370
CLTA	chr9	+	36190855	36212062
KIN	chr10	-	7750961	7787993
CDKN2B-AS1	chr9	+	21994790	22121094
CDKN2B-AS1	chr9	+	21994790	22077890
CDKN2B-AS1	chr9	+	21994790	22121094
CDKN2B-AS1	chr9	+	21994790	22077890
CDKN2B-AS1	chr9	+	21994790	22121094
ZFYVE28	chr4	-	2269596	2364814
MIR491	chr9	+	20716104	20716188
OR5R1	chr11	-	56417257	56418232
LTB4R	chr14	+	24313106	24318036
MIR4794	chr1	+	64579846	64579921
MED30	chr8	+	117520712	117540262
SNORD38D	chr8	-	39018615	39018685
RGP1	chr9	+	35749286	35758577
GFRA1	chr10	-	116056930	116255795
ZNF208	chr19	-	21986727	22010943
MFHAS1	chr8	-	8783354	8893630
MYCN	chr2	+	15940549	15947003
SPATA8-AS1	chr15	-	96772004	96783337
TRAF6	chr11	-	36483770	36510272
UBR5-AS1	chr8	+	102239450	102252174
LOC105369632	chr12	-	6875764	6889358
LINC02343	chr13	+	34348042	34616292
POU2F3	chr11	+	120236637	120319945
FOXRED2	chr22	-	36487190	36507040
SZRD1	chr1	+	16367241	16398145
RPL18	chr19	-	48615330	48619178
USP2-AS1	chr11	+	119381777	119499233
ZZZ3	chr1	-	77562415	77683398
LHX4	chr1	+	180230263	180278984
KLHL22	chr22	-	20441518	20495795
TMUB1	chr7	-	151081084	151083019
MPZL1	chr1	+	167721981	167791919
CCR9	chr3	+	45886542	45903174
FAM32A	chr19	+	16185409	16192046
LCMT2	chr15	-	43323648	43330573
PGM5-AS1	chr9	-	68355163	68357866
MIR4314	chr17	+	8088055	8088147
GDI1	chrX	+	154437153	154443467
SLC35D2	chr9	-	96320709	96383711
KLHDC7A	chr1	+	18480929	18485986
TEX37	chr2	+	88524648	88529585
GEN1	chr2	+	17753868	17788946
LINC01809	chr2	+	83522813	83523481
KDM1A	chr1	+	23019467	23083689
STRN4	chr19	-	46719510	46746450
EIF3B	chr7	+	2354085	2380742
LOC102724404	chr5	-	157362614	157460100
PTCHD1	chrX	+	23334848	23404374
XPNPEP2	chrX	+	129738978	129769536
CEMIP	chr15	+	80779369	80951771
MIR548AQ	chr3	-	185767846	185767904
SRSF12	chr6	-	89095958	89118071
CHL1-AS1	chr3	-	363372	385795
A2M	chr12	-	9067707	9115919
PACRGL	chr4	+	20700457	20732556
AMPD1	chr1	-	114673098	114695618
HSD17B3-AS1	chr9	+	96246462	96250261
SCOC-AS1	chr4	-	140283725	140373392
TM9SF1	chr14	-	24189142	24195736
HIF1A-AS1	chr14	-	61681040	61695823
LRRC37A3	chr17	-	64854133	64919491
INSIG1	chr7	+	155297771	155310235
ISX	chr22	+	35066157	35087387
SULT1E1	chr4	-	69841211	69860145
KRT36	chr17	-	41486135	41489864
DYRK2	chr12	+	67648744	67665406
ALKBH7	chr19	+	6372793	6375250
SPRY3	chrX	+	155612564	155782457
MT1B	chr16	+	56651885	56653204
LINC00552	chr13	-	113748510	113751089
LINC02120	chr5	+	32947442	32962467
LOC100506730	chr1	-	19293246	19295736
ORMDL2	chr12	+	55818040	55821879
SHC4	chr15	-	48823740	48963919
LINC00489	chr20	-	37619297	37623119
BCKDK	chr16	+	31108385	31112791
CHURC1	chr14	+	64914393	64935366
COX10	chr17	+	14069503	14208677
LINC00882	chr3	-	107109789	107240638
LOC102724776	chr4	+	155354215	155360461
ZNF438	chr10	-	30844635	31031937
CSAG4	chrX	+	152733826	152740983
AJM1	chr9	+	136842477	136847345
FAM53B-AS1	chr10	+	124704027	124714760
IGFLR1	chr19	-	35738800	35742452
DNAL1	chr14	+	73644985	73703731
THCAT155	chr12	-	3483711	3492819
REG3A	chr2	-	79157005	79159753
ATP11B	chr3	+	182793503	182921629
CHRNE	chr17	-	4897770	4903098
MIR3917	chr1	-	25906361	25906454
KLRC4	chr12	-	10407383	10409757
SLC25A34-AS1	chr1	-	15740050	15749890
LINC01721	chr20	+	24199766	24224588
LINC02395	chr12	+	49911952	49926339
GLS	chr2	+	190880820	190965544
RECK	chr9	+	36036912	36124455
MIR3135A	chr3	+	20137564	20137641
RNF5P1	chr8	-	38600174	38601257
SCML2	chrX	-	18239312	18354688
FAM168B	chr2	-	131047875	131093460
CSNK1G2	chr19	+	1941171	1981337
ADH5	chr4	-	99070978	99088788
MIR1275	chr6	-	33999971	34000051
BBS1	chr11	+	66510634	66533598
DRD3	chr3	-	114127579	114179052
CNTNAP3B	chr9	-	41890535	42129426
LCE3B	chr1	+	152613810	152614098
LOC101593348	chr12	+	122226441	122228792
CLCN2	chr3	-	184346184	184361605
DNM1	chr9	+	128203378	128255244
CT47A1	chrX	-	120972745	120976064
CT47A1	chrX	-	120977605	120980924
CT47A1	chrX	-	120948422	120951740
CT47A1	chrX	-	120877490	120932297
CT47A1	chrX	-	120933840	120937158
CT47A1	chrX	-	120982465	120985784
CT47A1	chrX	-	120958165	120966344
CT47A1	chrX	-	120967885	120971204
CT47A1	chrX	-	120943560	120946879
CT47A1	chrX	-	120938700	120942019
INAFM2	chr15	+	40323691	40326715
TMBIM6	chr12	+	49741808	49764934
SMIM8	chr6	+	87322587	87342328
CASC8	chr8	-	127443349	127482139
DAND5	chr19	+	12969617	12974753
IL12A	chr3	+	159988834	159996019
NPIPB5	chr16	+	22513522	22536520
DMBT1L1	chr10	+	122756693	122797645
SIRPB3P	chr20	-	1694324	1722292
FCER2	chr19	-	7688756	7702146
LOC101928907	chr15	+	62060502	62062434
TMEM92	chr17	+	50274465	50281485
HVCN1	chr12	-	110648685	110689777
USP32P2	chr17	-	18511261	18521252
LAYN	chr11	+	111540719	111561745
FCRLB	chr1	+	161722256	161728143
ZNF777	chr7	-	149431362	149461062
SLC44A3-AS1	chr1	-	94616355	94820232
INKA1	chr3	+	49803260	49805030
CCR5AS	chr3	-	46364659	46407059
SNORA80A	chr21	-	32377186	32377322
CLDN34	chrX	+	9967357	9968352
CALCOCO2	chr17	+	48831034	48865245
MIR4669	chr9	+	134379410	134379472
ATF2	chr2	-	175072249	175168206
RESP18	chr2	-	219327407	219333177
MIR548XHG	chr21	-	18561264	18759812
SNORA23	chr11	+	9428765	9428954
PSG5	chr19	-	43167742	43186536
LOC107984208	chr10	+	11611300	11612227
PROSER1	chr13	-	39009864	39038089
CCDC112	chr5	-	115267187	115296290
GBP1P1	chr1	+	89407678	89424934
PISRT1	chr3	-	139232991	139233522
HOXD13	chr2	+	176092720	176095944
PIK3R3	chr1	-	46040139	46132795
TCHH	chr1	-	152106316	152115454
RTL9	chrX	+	110358847	110456334
LOC730101	chr6	+	52664400	52669153
CER1	chr9	-	14719725	14722733
B4GALNT4	chr11	+	369498	382117
SNORA66	chr1	+	92840718	92840851
CDCA4	chr14	-	105009572	105021083
LINC00537	chr9	+	63812940	63819029
MIR4734	chr17	-	38702261	38702331
MIR938	chr10	-	29602263	29602346
MTERF2	chr12	-	106977290	106987166
MTMR1	chrX	+	150693395	150765108
NKAPP1	chrX	-	120236455	120245267
MIR4460	chr5	-	129397061	129397147
MIR4692	chr11	+	72783529	72783592
LBX1	chr10	-	101226975	101228960
CD55	chr1	+	207321677	207360966
KRTAP10-11	chr21	+	44646413	44647649
LINC01310	chr22	+	48866769	48898386
LINC02580	chr2	-	43097745	43102445
RASL10B	chr17	+	35731638	35743521
GRK6	chr5	+	177426675	177442891
TFCP2L1	chr2	-	121216587	121285202
BRD2	chr6	+	32971594	32981505
LOC100506691	chr12	+	122063289	122068560
LINC00927	chr15	-	80263067	80341805
LINC01287	chr7	-	153399918	153412234
PICSAR	chr21	-	44999207	45004727
LINC02015	chr3	+	177816864	177899224
GPR42	chr19	+	35371094	35372453
LINC02052	chr3	-	186454980	186493661
TCTE3	chr6	-	169749509	169751572
FMC1-LUC7L2	chr7	+	139341131	139423457
PDLIM7	chr5	-	177483393	177497604
PADI3	chr1	+	17249097	17284232
FAM197Y5	chrY	-	9349579	9355182
FAM197Y5	chrY	-	9369856	9375462
FAM197Y5	chrY	-	9458742	9464345
FAM197Y5	chrY	-	9479052	9484654
FAM197Y5	chrY	-	9519665	9525268
LOC100507551	chr19	-	17488989	17511889
ARHGEF35-AS1	chr7	-	144251386	144355718
ARHGEF35-AS1	chr7	+	144195320	144299589
MIR3944	chr10	-	133371555	133371663
LCE2A	chr1	+	152698344	152699442
ZNF330	chr4	+	141220894	141234696
KPNA2	chr17	+	68035959	68046859
PTPRD	chr9	-	8314245	8733946
SPA17	chr11	+	124673903	124697518
MRPS15	chr1	-	36455717	36464384
LOC101927708	chr11	-	3507979	3571987
GCFC2	chr2	-	75662705	75710915
PPP1R3E	chr14	-	23295651	23302859
CFHR4	chr1	+	196888051	196918633
FAM230E	chr22	+	18733934	18757905
LINC01951	chr5	-	174919081	174995731
TYMS	chr18	+	657652	673577
LOC100996349	chr19	+	22608015	22608501
OR2L2	chr1	+	248038171	248039305
MAP2K5	chr15	+	67542702	67807114
GAB1	chr4	+	143336875	143474565
SETDB2	chr13	+	49444273	49495003
ZBTB33	chrX	+	120250811	120258398
PRAMEF19	chr1	-	13368441	13371999
PSENEN	chr19	+	35745650	35747519
KHDC3L	chr6	+	73362657	73364171
SNF8	chr17	-	48929315	48944842
LYPLAL1-AS1	chr1	-	219435157	219557324
MFSD13B	chr16	+	22385768	22407597
LINC01486	chr12	-	109354186	109359488
MIR125B2	chr21	+	16590236	16590325
XPNPEP3	chr22	+	40857080	40862781
CPO	chr2	+	206939517	206969474
LOC107985532	chr22	+	21652180	21662363
DNAI4	chr1	-	66812885	66924856
LRRC3C	chr17	+	39941473	39944734
WDR93	chr15	+	89690810	89704477
LINC00994	chr3	-	64078360	64087363
RRN3P1	chr16	-	21796629	21819174
CHD3	chr17	+	7884795	7912755
DHX34	chr19	+	47349314	47382704
TGIF2LX	chrX	+	89921907	89922883
DUSP19	chr2	+	183078746	183099994
CACNG2	chr22	-	36560856	36703752
DDX5	chr17	-	64498253	64505937
SMIM15	chr5	-	61157703	61162468
TMC4	chr19	-	54160107	54173160
RNF207	chr1	+	6206118	6221299
SLC39A12-AS1	chr10	-	18001785	18010562
DSCAM-AS1	chr21	+	40383083	40385358
DSCAM-AS1	chr21	+	40383082	40385358
EXOSC10	chr1	-	11066618	11099869
MIR5682	chr3	+	121049639	121049715
SNORA33	chr6	+	132817218	132817351
C9orf43	chr9	+	113410746	113429688
NFE2	chr12	-	54292110	54301015
HK1	chr10	+	69315853	69401881
NFAT5	chr16	+	69565965	69704654
PMP2	chr8	-	81440325	81447439
CDC27	chr17	-	47117702	47189295
C9orf78	chr9	-	129827289	129835275
MIR6811	chr2	+	237510930	237510988
MAIP1	chr2	+	199955316	199964117
GGT2	chr22	-	21207972	21277862
MIR4664	chr8	-	143733082	143733153
DHX57	chr2	-	38797730	38875934
MIR524	chr19	+	53711001	53711088
LINC01499	chr11	+	41714567	41836442
ANKRD40	chr17	-	50693197	50707914
LRRC41	chr1	-	46277461	46303616
PPIL6	chr6	-	109390214	109441171
SERP1	chr3	-	150541997	150546496
NXPE4	chr11	-	114570590	114595786
SPART-AS1	chr13	+	36346430	36369735
ATG4D	chr19	+	10543903	10553418
PCDHB5	chr5	+	141135205	141138615
ZBTB7B	chr1	+	155002801	155018523
KPNA6	chr1	+	32108055	32176563
CHP1P2	chr6	+	160093081	160096212
DDX47	chr12	+	12813345	12829981
EGFEM1P	chr3	+	168249521	168830586
TSNARE1	chr8	-	142269454	142403182
KAT8	chr16	+	31117663	31131359
TMEM191A	chr22	+	20701113	20704603
CACNA2D2	chr3	-	50362612	50503634
LINC01574	chr5	+	176743204	176743921
C3orf18	chr3	-	50558024	50571027
MIR7-3	chr19	+	4770669	4770779
REEP1	chr2	-	86213996	86338083
GRM2	chr3	+	51707067	51718609
ADGRF2	chr6	+	47656471	47697794
CABYR	chr18	+	24139483	24161600
EIF2B5	chr3	+	184135357	184145311
JMJD1C-AS1	chr10	+	63465228	63466562
LOC100126447	chrX	-	116810930	116817860
CCDC151	chr19	-	11420604	11435782
LOC100129129	chr8	-	11345747	11347516
ATG12	chr5	-	115828199	115841565
TCP11X1	chrX	-	102460315	102471812
TCP11X1	chrX	+	102215300	102226793
ADGRA3	chr4	-	22387375	22516066
DTX4	chr11	+	59171429	59208587
DEFB108B	chr11	+	71833199	71837708
WDR45B	chr17	-	82614561	82648444
KRTAP19-7	chr21	-	30560874	30561313
POLR1F	chr7	-	19695460	19709037
FAM226B	chrX	+	72777072	72779095
FAM226B	chrX	-	72941727	72943750
TP53I3	chr2	-	24077432	24084834
LINC02578	chr9	+	118679670	118745312
LOC286178	chr8	+	57746148	57750197
EPO	chr7	+	100720467	100723700
AARD	chr8	+	116938206	116944487
THBS4-AS1	chr5	-	80066349	80083665
ICOSLG	chr21	-	44222994	44240943
ICOSLG	chr21	+	5022553	5040668
ICOSLG	chr21	-	44222994	44240943
CDK4	chr12	-	57747726	57752310
KIF11	chr10	+	92593129	92655395
RXRG	chr1	-	165400921	165445126
TMEM263	chr12	+	106955721	106974037
RASGEF1C	chr5	-	180100794	180209211
PCDHGA6	chr5	+	141373890	141512973
PRAMENP	chr22	-	21991098	22043934
UGT3A2	chr5	-	36035020	36066882
OR5B21	chr11	-	58506806	58508300
LOC145474	chr14	+	71487860	71489703
LOC105373044	chr22	-	41551708	41560883
MAPKAPK5	chr12	+	111842227	111902222
SPATA48	chr7	+	50095882	50159256
MIR548AG2	chr20	+	60564561	60564625
LOC101928123	chr14	-	73244017	73246001
PRR14L	chr22	-	31681347	31750132
ABHD2	chr15	+	89088455	89202355
ADAM6	chr14	-	105969728	105972269
LEPR	chr1	+	65420651	65635428
BMS1P20	chr22	+	22298097	22322968
RNA28SN4	chr22_KI270733v1_random	+	130203	135280
RC3H1	chr1	-	173931083	174022357
LOC101448202	chr9	-	134819414	134872618
C9orf62	chr9	+	135343248	135346558
KCNN4	chr19	-	43766532	43780973
LOC143666	chr11	-	573807	575885
WIZ	chr19	-	15419977	15432761
LOC105378230	chr5	+	151212133	151224350
CTNNBIP1	chr1	-	9848275	9910269
RPL13A	chr19	+	49487607	49492307
C3orf86	chr3	-	44421131	44439898
MIR6842	chr8	+	27433369	27433434
TOR1AIP1	chr1	+	179882284	179920076
LOC105374727	chr5	+	37249045	37250646
MACROD1	chr11	-	63998557	64166113
CRYBA1	chr17	+	29246858	29254484
LOC100294145	chr6	+	32894175	32903758
LOC101928436	chr1	-	103416979	103525508
LOC101927814	chr16	-	21589697	21599385
KIF26B-AS1	chr1	-	245206443	245234517
ANKRD33	chr12	+	51888102	51891727
RXFP2	chr13	+	31739525	31803389
FUT9	chr6	+	96015973	96215612
GAST	chr17	+	41712330	41715969
FARP1	chr13	+	98142588	98455172
C10orf82	chr10	-	116662211	116670282
CST9	chr20	-	23602409	23605917
TAF1B	chr2	+	9843441	9934416
RIOK2	chr5	-	97166745	97183247
C12orf42	chr12	-	103301940	103495968
GHITM	chr10	+	84139508	84153568
MIR6731	chr1	-	24919344	24919416
LINC01892	chr18	+	5081181	5098780
AP2A1	chr19	+	49767000	49807114
LINC01872	chr19	+	51271265	51281234
LOXL4	chr10	-	98247690	98268194
MIR3654	chr11	-	62560162	62560306
PSMG3-AS1	chr7	+	1570072	1589625
LOC100129935	chr19	+	39638684	39642401
FMN2	chr1	+	240091882	240475185
LZTS1	chr8	-	20246164	20303963
PDE7A	chr8	-	65714333	65842064
DRC1	chr2	+	26401919	26456711
MIR143	chr5	+	149428917	149429023
GNAT3	chr7	-	80458634	80512064
LINC01978	chr17	+	79919356	79924004
CCZ1P-OR7E38P	chr7	-	97966407	97972358
TXNRD1	chr12	+	104287031	104350307
ZNF182	chrX	-	47974850	48003989
MGC2889	chr3	+	193241778	193243972
FFAR2	chr19	+	35448256	35451767
CYP2W1	chr7	+	983180	989640
GPR50-AS1	chrX	-	151175197	151177836
TNFSF14	chr19	-	6661252	6670588
MIR34C	chr11	+	111513438	111513515
ARMH2	chr6	-	24797334	24798917
SCARF2	chr22	-	20424583	20437825
RRS1	chr8	+	66429013	66430733
NR2C1	chr12	-	95020228	95073618
CD2	chr1	+	116754429	116769229
MIR4435-2	chr2	-	111321012	111321086
SAA2-SAA4	chr11	-	18231354	18248668
GOLIM4	chr3	-	168008695	168095924
TMPRSS4	chr11	+	118077077	118121890
NACC1	chr19	+	13118263	13141147
SCN5A	chr3	-	38548061	38649687
CLTRN	chrX	-	15627317	15664805
MALSU1	chr7	+	23299338	23311729
OS9	chr12	+	57694131	57721557
MYOCD	chr17	+	12665889	12768948
FGD1	chrX	-	54445453	54496234
UTP4	chr16	+	69132595	69169034
SMYD1	chr2	+	88067824	88113383
MIR6838	chr7	-	44073377	44073433
LINC01970	chr17	-	82290045	82292814
ITIH3	chr3	+	52794767	52809009
PRTFDC1	chr10	-	24848613	24952606
LOC102546294	chr5	-	148268306	148383850
